            Australian Bureau of Statistics,,,,,,,,,,,,,,,,,,,,,,,
"46040DO0004 Energy Account, Australia, 2017-18",,,,,,,,,,,,,,,,,,,,,,,
Released at 11.30am (Canberra time) 11 December 2019,,,,,,,,,,,,,,,,,,,,,,,
"Table 4.1 Detailed gross physical supply and use of energy, Australia, 2002-03 to 2017-18",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Supply or Use,Input,Commodity,Measure or Industry division (ANZSIC) ,ANZSIC division code,Industry subdivision,ANZSIC subdivision code,Unit,2002-03,2003-04,2004-05,2005-06,2006-07,2007-08,2008-09,2009-10,2010-11,2011-12,2012-13,2013-14,2014-15,2015-16,2016-17,2017-18
Supply,Production of Energy,Electricity,Financial and insurance services,K,Financial and insurance services Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Production of Energy,Hydro energy,Financial and insurance services,K,Financial and insurance services Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Production of Energy,Solar energy ,Financial and insurance services,K,Financial and insurance services Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Production of Energy,Wind energy,Financial and insurance services,K,Financial and insurance services Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Production of Energy,Uranium,Financial and insurance services,K,Financial and insurance services Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Production of Energy,Residuals,Financial and insurance services,K,Financial and insurance services Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Production of Energy,Black coal,"Rental, hiring and real estate services",L,"Rental, hiring and real estate services Total",,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Production of Energy,Brown coal,"Rental, hiring and real estate services",L,"Rental, hiring and real estate services Total",,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Production of Energy,Coke,"Rental, hiring and real estate services",L,"Rental, hiring and real estate services Total",,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Production of Energy,Coal by-products,"Rental, hiring and real estate services",L,"Rental, hiring and real estate services Total",,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Production of Energy,Briquettes,"Rental, hiring and real estate services",L,"Rental, hiring and real estate services Total",,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Production of Energy,Natural gas,"Rental, hiring and real estate services",L,"Rental, hiring and real estate services Total",,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Production of Energy,LNG,"Rental, hiring and real estate services",L,"Rental, hiring and real estate services Total",,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Production of Energy,Crude oil and feedstocks,"Rental, hiring and real estate services",L,"Rental, hiring and real estate services Total",,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Production of Energy,Petrol,"Rental, hiring and real estate services",L,"Rental, hiring and real estate services Total",,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Production of Energy,Diesel,"Rental, hiring and real estate services",L,"Rental, hiring and real estate services Total",,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Production of Energy,Other refined fuels and products,"Rental, hiring and real estate services",L,"Rental, hiring and real estate services Total",,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Production of Energy,LPG,"Rental, hiring and real estate services",L,"Rental, hiring and real estate services Total",,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Production of Energy,Biofuels,"Rental, hiring and real estate services",L,"Rental, hiring and real estate services Total",,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Production of Energy,Wood and wood waste,"Rental, hiring and real estate services",L,"Rental, hiring and real estate services Total",,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Production of Energy,Bagasse,"Rental, hiring and real estate services",L,"Rental, hiring and real estate services Total",,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Production of Energy,Electricity,"Rental, hiring and real estate services",L,"Rental, hiring and real estate services Total",,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Production of Energy,Hydro energy,"Rental, hiring and real estate services",L,"Rental, hiring and real estate services Total",,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Production of Energy,Solar energy ,"Rental, hiring and real estate services",L,"Rental, hiring and real estate services Total",,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Production of Energy,Wind energy,"Rental, hiring and real estate services",L,"Rental, hiring and real estate services Total",,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Production of Energy,Uranium,"Rental, hiring and real estate services",L,"Rental, hiring and real estate services Total",,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Production of Energy,Residuals,"Rental, hiring and real estate services",L,"Rental, hiring and real estate services Total",,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Production of Energy,Black coal,"Professional, scientific and technical services",M,"Professional, scientific and technical services Total",,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Production of Energy,Brown coal,"Professional, scientific and technical services",M,"Professional, scientific and technical services Total",,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Production of Energy,Coke,"Professional, scientific and technical services",M,"Professional, scientific and technical services Total",,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Production of Energy,Coal by-products,"Professional, scientific and technical services",M,"Professional, scientific and technical services Total",,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Production of Energy,Briquettes,"Professional, scientific and technical services",M,"Professional, scientific and technical services Total",,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Production of Energy,Natural gas,"Professional, scientific and technical services",M,"Professional, scientific and technical services Total",,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Production of Energy,LNG,"Professional, scientific and technical services",M,"Professional, scientific and technical services Total",,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Production of Energy,Crude oil and feedstocks,"Professional, scientific and technical services",M,"Professional, scientific and technical services Total",,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Production of Energy,Petrol,"Professional, scientific and technical services",M,"Professional, scientific and technical services Total",,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Production of Energy,Diesel,"Professional, scientific and technical services",M,"Professional, scientific and technical services Total",,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Production of Energy,Other refined fuels and products,"Professional, scientific and technical services",M,"Professional, scientific and technical services Total",,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Production of Energy,LPG,"Professional, scientific and technical services",M,"Professional, scientific and technical services Total",,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Production of Energy,Biofuels,"Professional, scientific and technical services",M,"Professional, scientific and technical services Total",,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Production of Energy,Wood and wood waste,"Professional, scientific and technical services",M,"Professional, scientific and technical services Total",,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Production of Energy,Bagasse,"Professional, scientific and technical services",M,"Professional, scientific and technical services Total",,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Production of Energy,Electricity,"Professional, scientific and technical services",M,"Professional, scientific and technical services Total",,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Production of Energy,Hydro energy,"Professional, scientific and technical services",M,"Professional, scientific and technical services Total",,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Production of Energy,Solar energy ,"Professional, scientific and technical services",M,"Professional, scientific and technical services Total",,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Production of Energy,Wind energy,"Professional, scientific and technical services",M,"Professional, scientific and technical services Total",,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Production of Energy,Uranium,"Professional, scientific and technical services",M,"Professional, scientific and technical services Total",,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Production of Energy,Residuals,"Professional, scientific and technical services",M,"Professional, scientific and technical services Total",,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Production of Energy,Black coal,Administrative and support services,N,Administrative and support services Total ,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Production of Energy,Brown coal,Administrative and support services,N,Administrative and support services Total ,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Production of Energy,Coke,Administrative and support services,N,Administrative and support services Total ,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Production of Energy,Coal by-products,Administrative and support services,N,Administrative and support services Total ,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Production of Energy,Briquettes,Administrative and support services,N,Administrative and support services Total ,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Production of Energy,Natural gas,Administrative and support services,N,Administrative and support services Total ,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Production of Energy,LNG,Administrative and support services,N,Administrative and support services Total ,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Production of Energy,Crude oil and feedstocks,Administrative and support services,N,Administrative and support services Total ,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Production of Energy,Petrol,Administrative and support services,N,Administrative and support services Total ,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Production of Energy,Diesel,Administrative and support services,N,Administrative and support services Total ,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Production of Energy,Other refined fuels and products,Administrative and support services,N,Administrative and support services Total ,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Production of Energy,LPG,Administrative and support services,N,Administrative and support services Total ,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Production of Energy,Biofuels,Administrative and support services,N,Administrative and support services Total ,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Production of Energy,Wood and wood waste,Administrative and support services,N,Administrative and support services Total ,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Production of Energy,Bagasse,Administrative and support services,N,Administrative and support services Total ,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Production of Energy,Electricity,Administrative and support services,N,Administrative and support services Total ,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Production of Energy,Hydro energy,Administrative and support services,N,Administrative and support services Total ,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Production of Energy,Solar energy ,Administrative and support services,N,Administrative and support services Total ,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Production of Energy,Wind energy,Administrative and support services,N,Administrative and support services Total ,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Production of Energy,Uranium,Administrative and support services,N,Administrative and support services Total ,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Production of Energy,Residuals,Administrative and support services,N,Administrative and support services Total ,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Production of Energy,Black coal,Public administration and safety,O,Public administration and safety Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Production of Energy,Brown coal,Public administration and safety,O,Public administration and safety Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Production of Energy,Coke,Public administration and safety,O,Public administration and safety Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Production of Energy,Coal by-products,Public administration and safety,O,Public administration and safety Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Production of Energy,Briquettes,Public administration and safety,O,Public administration and safety Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Production of Energy,Natural gas,Public administration and safety,O,Public administration and safety Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Production of Energy,LNG,Public administration and safety,O,Public administration and safety Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Production of Energy,Crude oil and feedstocks,Public administration and safety,O,Public administration and safety Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Production of Energy,Petrol,Public administration and safety,O,Public administration and safety Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Production of Energy,Diesel,Public administration and safety,O,Public administration and safety Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Production of Energy,Other refined fuels and products,Public administration and safety,O,Public administration and safety Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Production of Energy,LPG,Public administration and safety,O,Public administration and safety Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Production of Energy,Biofuels,Public administration and safety,O,Public administration and safety Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Production of Energy,Wood and wood waste,Public administration and safety,O,Public administration and safety Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Production of Energy,Bagasse,Public administration and safety,O,Public administration and safety Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Production of Energy,Electricity,Public administration and safety,O,Public administration and safety Total,,PJ,-,-,1,1,1,1,-,-,-,-,1,1,1,1,1,1
Supply,Production of Energy,Hydro energy,Public administration and safety,O,Public administration and safety Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Production of Energy,Solar energy ,Public administration and safety,O,Public administration and safety Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Production of Energy,Wind energy,Public administration and safety,O,Public administration and safety Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Production of Energy,Uranium,Public administration and safety,O,Public administration and safety Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Production of Energy,Residuals,Public administration and safety,O,Public administration and safety Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Production of Energy,Black coal,Education and training,P,Education and training Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Production of Energy,Brown coal,Education and training,P,Education and training Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Production of Energy,Coke,Education and training,P,Education and training Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Production of Energy,Coal by-products,Education and training,P,Education and training Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Production of Energy,Briquettes,Education and training,P,Education and training Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Production of Energy,Natural gas,Education and training,P,Education and training Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Production of Energy,LNG,Education and training,P,Education and training Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Production of Energy,Crude oil and feedstocks,Education and training,P,Education and training Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Production of Energy,Petrol,Education and training,P,Education and training Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Production of Energy,Diesel,Education and training,P,Education and training Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Production of Energy,Other refined fuels and products,Education and training,P,Education and training Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Production of Energy,LPG,Education and training,P,Education and training Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Production of Energy,Biofuels,Education and training,P,Education and training Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Production of Energy,Wood and wood waste,Education and training,P,Education and training Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Production of Energy,Bagasse,Education and training,P,Education and training Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Production of Energy,Electricity,Education and training,P,Education and training Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Production of Energy,Hydro energy,Education and training,P,Education and training Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Production of Energy,Solar energy ,Education and training,P,Education and training Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Production of Energy,Wind energy,Education and training,P,Education and training Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Production of Energy,Uranium,Education and training,P,Education and training Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Production of Energy,Residuals,Education and training,P,Education and training Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Production of Energy,Black coal,Health care and social assistance,Q,Health care and social assistance Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Production of Energy,Brown coal,Health care and social assistance,Q,Health care and social assistance Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Production of Energy,Coke,Health care and social assistance,Q,Health care and social assistance Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Production of Energy,Coal by-products,Health care and social assistance,Q,Health care and social assistance Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Production of Energy,Briquettes,Health care and social assistance,Q,Health care and social assistance Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Production of Energy,Natural gas,Health care and social assistance,Q,Health care and social assistance Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Production of Energy,LNG,Health care and social assistance,Q,Health care and social assistance Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Production of Energy,Crude oil and feedstocks,Health care and social assistance,Q,Health care and social assistance Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Production of Energy,Petrol,Health care and social assistance,Q,Health care and social assistance Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Production of Energy,Diesel,Health care and social assistance,Q,Health care and social assistance Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Production of Energy,Other refined fuels and products,Health care and social assistance,Q,Health care and social assistance Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Production of Energy,LPG,Health care and social assistance,Q,Health care and social assistance Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Production of Energy,Biofuels,Health care and social assistance,Q,Health care and social assistance Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Production of Energy,Wood and wood waste,Health care and social assistance,Q,Health care and social assistance Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Production of Energy,Bagasse,Health care and social assistance,Q,Health care and social assistance Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Production of Energy,Electricity,Health care and social assistance,Q,Health care and social assistance Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Production of Energy,Hydro energy,Health care and social assistance,Q,Health care and social assistance Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Production of Energy,Solar energy ,Health care and social assistance,Q,Health care and social assistance Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Production of Energy,Wind energy,Health care and social assistance,Q,Health care and social assistance Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supply,Production of Energy,Uranium,Health care and social assistance,Q,Health care and social assistance Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
