"Australian Bureau of Statistics",,,,,,,,,,,,,,,,,,,,,,
"46040DO0006 Energy Account, Australia, 2017-18",,,,,,,,,,,,,,,,,,,,,,
Released at 11.30am (Canberra time) 11 December 2019,,,,,,,,,,,,,,,,,,,,,,
"Table 6.1 Detailed net physical supply and use of energy, Australia, 2002-03 to 2017-18",,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Supply or Use,Commodity,Industry division (ANZSIC),ANZSIC division code,Industry subdivision,ANZSIC subdivision code,Unit,2002-03,2003-04,2004-05,2005-06,2006-07,2007-08,2008-09,2009-10,2010-11,2011-12,2012-13,2013-14,2014-15,2015-16,2016-17,2017-18
Use,Wood and Wood waste,"Electricity, gas, water and waste services",D,Electricity supply,26,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Bagasse,"Electricity, gas, water and waste services",D,Electricity supply,26,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Electricity,"Electricity, gas, water and waste services",D,Electricity supply,26,PJ,103,114,109,110,112,109,115,114,109,107,99,96,98,101,101,99
Use,Hydro energy,"Electricity, gas, water and waste services",D,Electricity supply,26,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Solar energy,"Electricity, gas, water and waste services",D,Electricity supply,26,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Wind energy,"Electricity, gas, water and waste services",D,Electricity supply,26,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Uranium,"Electricity, gas, water and waste services",D,Electricity supply,26,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Total,"Electricity, gas, water and waste services",D,Electricity supply,26,PJ,103,115,109,110,113,110,117,115,110,109,100,97,98,102,103,100
Use,Black coal,"Electricity, gas, water and waste services",D,Gas supply,27,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Brown coal,"Electricity, gas, water and waste services",D,Gas supply,27,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Coke,"Electricity, gas, water and waste services",D,Gas supply,27,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Coal by-products,"Electricity, gas, water and waste services",D,Gas supply,27,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Briquettes,"Electricity, gas, water and waste services",D,Gas supply,27,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Natural gas,"Electricity, gas, water and waste services",D,Gas supply,27,PJ,16,18,13,13,10,10,10,10,11,11,12,11,10,10,5,6
Use,Liquefied natural gas,"Electricity, gas, water and waste services",D,Gas supply,27,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Crude oil and feedstocks,"Electricity, gas, water and waste services",D,Gas supply,27,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Petrol,"Electricity, gas, water and waste services",D,Gas supply,27,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Diesel,"Electricity, gas, water and waste services",D,Gas supply,27,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Other refined fuels and products,"Electricity, gas, water and waste services",D,Gas supply,27,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,LPG,"Electricity, gas, water and waste services",D,Gas supply,27,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Biofuels,"Electricity, gas, water and waste services",D,Gas supply,27,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Wood and Wood waste,"Electricity, gas, water and waste services",D,Gas supply,27,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Bagasse,"Electricity, gas, water and waste services",D,Gas supply,27,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Electricity,"Electricity, gas, water and waste services",D,Gas supply,27,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Hydro energy,"Electricity, gas, water and waste services",D,Gas supply,27,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Solar energy,"Electricity, gas, water and waste services",D,Gas supply,27,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Wind energy,"Electricity, gas, water and waste services",D,Gas supply,27,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Uranium,"Electricity, gas, water and waste services",D,Gas supply,27,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Total,"Electricity, gas, water and waste services",D,Gas supply,27,PJ,16,18,13,14,11,11,10,10,11,11,13,11,10,11,5,7
Use,Black coal,"Electricity, gas, water and waste services",D,Water and waste services,"28,29",PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Brown coal,"Electricity, gas, water and waste services",D,Water and waste services,"28,29",PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Coke,"Electricity, gas, water and waste services",D,Water and waste services,"28,29",PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Coal by-products,"Electricity, gas, water and waste services",D,Water and waste services,"28,29",PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Briquettes,"Electricity, gas, water and waste services",D,Water and waste services,"28,29",PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Natural gas,"Electricity, gas, water and waste services",D,Water and waste services,"28,29",PJ,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,1
Use,Liquefied natural gas,"Electricity, gas, water and waste services",D,Water and waste services,"28,29",PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Crude oil and feedstocks,"Electricity, gas, water and waste services",D,Water and waste services,"28,29",PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Petrol,"Electricity, gas, water and waste services",D,Water and waste services,"28,29",PJ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Use,Diesel,"Electricity, gas, water and waste services",D,Water and waste services,"28,29",PJ,9,9,9,10,10,10,11,12,12,13,13,12,13,16,14,17
Use,Other refined fuels and products,"Electricity, gas, water and waste services",D,Water and waste services,"28,29",PJ,-,-,-,-,-,-,1,1,1,3,2,2,2,2,2,3
Use,LPG,"Electricity, gas, water and waste services",D,Water and waste services,"28,29",PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Biofuels,"Electricity, gas, water and waste services",D,Water and waste services,"28,29",PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Wood and Wood waste,"Electricity, gas, water and waste services",D,Water and waste services,"28,29",PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Bagasse,"Electricity, gas, water and waste services",D,Water and waste services,"28,29",PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Electricity,"Electricity, gas, water and waste services",D,Water and waste services,"28,29",PJ,6,7,7,7,7,7,7,7,7,7,8,9,13,13,13,14
Use,Hydro energy,"Electricity, gas, water and waste services",D,Water and waste services,"28,29",PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Solar energy,"Electricity, gas, water and waste services",D,Water and waste services,"28,29",PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Wind energy,"Electricity, gas, water and waste services",D,Water and waste services,"28,29",PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Uranium,"Electricity, gas, water and waste services",D,Water and waste services,"28,29",PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Total,"Electricity, gas, water and waste services",D,Water and waste services,"28,29",PJ,17,18,18,19,19,20,21,22,22,25,25,26,29,35,33,35
Use,Black coal,Construction,E,Construction Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Brown coal,Construction,E,Construction Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Coke,Construction,E,Construction Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Coal by-products,Construction,E,Construction Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Briquettes,Construction,E,Construction Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Natural gas,Construction,E,Construction Total,,PJ,2,2,2,2,2,2,2,2,2,2,2,2,3,-,-,-
Use,Liquefied natural gas,Construction,E,Construction Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Crude oil and feedstocks,Construction,E,Construction Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Petrol,Construction,E,Construction Total,,PJ,17,18,18,17,18,18,17,18,18,17,22,21,14,20,19,18
Use,Diesel,Construction,E,Construction Total,,PJ,53,55,58,58,59,62,63,64,68,72,78,83,96,98,104,109
Use,Other refined fuels and products,Construction,E,Construction Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,LPG,Construction,E,Construction Total,,PJ,3,3,2,3,3,3,3,2,3,3,3,2,2,2,2,2
Use,Biofuels,Construction,E,Construction Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Wood and Wood waste,Construction,E,Construction Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Bagasse,Construction,E,Construction Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Electricity,Construction,E,Construction Total,,PJ,4,4,4,4,5,5,5,5,5,5,5,6,6,6,7,7
Use,Hydro energy,Construction,E,Construction Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Solar energy,Construction,E,Construction Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Wind energy,Construction,E,Construction Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Uranium,Construction,E,Construction Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Total,Construction,E,Construction Total,,PJ,79,82,84,85,86,89,89,91,95,99,110,115,121,127,131,135
Use,Black coal,Wholesale trade,F,Wholesale trade Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Brown coal,Wholesale trade,F,Wholesale trade Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Coke,Wholesale trade,F,Wholesale trade Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Coal by-products,Wholesale trade,F,Wholesale trade Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Briquettes,Wholesale trade,F,Wholesale trade Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Natural gas,Wholesale trade,F,Wholesale trade Total,,PJ,3,3,3,3,3,3,3,3,3,3,3,3,4,4,5,5
Use,Liquefied natural gas,Wholesale trade,F,Wholesale trade Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Crude oil and feedstocks,Wholesale trade,F,Wholesale trade Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Petrol,Wholesale trade,F,Wholesale trade Total,,PJ,6,6,6,6,6,6,6,6,6,6,6,5,4,4,4,4
Use,Diesel,Wholesale trade,F,Wholesale trade Total,,PJ,4,4,5,5,5,5,5,5,6,6,7,7,8,8,9,9
Use,Other refined fuels and products,Wholesale trade,F,Wholesale trade Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,LPG,Wholesale trade,F,Wholesale trade Total,,PJ,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1
Use,Biofuels,Wholesale trade,F,Wholesale trade Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Wood and Wood waste,Wholesale trade,F,Wholesale trade Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Bagasse,Wholesale trade,F,Wholesale trade Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Electricity,Wholesale trade,F,Wholesale trade Total,,PJ,8,8,8,8,8,8,8,8,8,8,9,9,9,10,10,10
Use,Hydro energy,Wholesale trade,F,Wholesale trade Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Solar energy,Wholesale trade,F,Wholesale trade Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Wind energy,Wholesale trade,F,Wholesale trade Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Uranium,Wholesale trade,F,Wholesale trade Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Total,Wholesale trade,F,Wholesale trade Total,,PJ,22,22,23,23,23,24,24,24,24,25,26,26,27,27,28,29
Use,Black coal,Retail trade,G,Retail trade Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Brown coal,Retail trade,G,Retail trade Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Coke,Retail trade,G,Retail trade Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Coal by-products,Retail trade,G,Retail trade Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Briquettes,Retail trade,G,Retail trade Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Natural gas,Retail trade,G,Retail trade Total,,PJ,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1
Use,Liquefied natural gas,Retail trade,G,Retail trade Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Crude oil and feedstocks,Retail trade,G,Retail trade Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Petrol,Retail trade,G,Retail trade Total,,PJ,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4
Use,Diesel,Retail trade,G,Retail trade Total,,PJ,3,3,3,3,3,4,4,4,4,4,5,5,4,4,4,4
Use,Other refined fuels and products,Retail trade,G,Retail trade Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,LPG,Retail trade,G,Retail trade Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Biofuels,Retail trade,G,Retail trade Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Wood and Wood waste,Retail trade,G,Retail trade Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Bagasse,Retail trade,G,Retail trade Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Electricity,Retail trade,G,Retail trade Total,,PJ,25,26,25,25,27,27,27,27,28,27,29,30,30,31,32,31
Use,Hydro energy,Retail trade,G,Retail trade Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Solar energy,Retail trade,G,Retail trade Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Wind energy,Retail trade,G,Retail trade Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Uranium,Retail trade,G,Retail trade Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Total,Retail trade,G,Retail trade Total,,PJ,35,36,36,36,37,38,38,38,39,38,41,42,39,40,41,41
Use,Black coal,Accommodation and food services,H,Accommodation and food services Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Brown coal,Accommodation and food services,H,Accommodation and food services Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Coke,Accommodation and food services,H,Accommodation and food services Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Coal by-products,Accommodation and food services,H,Accommodation and food services Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Briquettes,Accommodation and food services,H,Accommodation and food services Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Natural gas,Accommodation and food services,H,Accommodation and food services Total,,PJ,10,10,10,10,10,10,10,10,10,10,11,11,18,18,20,21
Use,Liquefied natural gas,Accommodation and food services,H,Accommodation and food services Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Crude oil and feedstocks,Accommodation and food services,H,Accommodation and food services Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Petrol,Accommodation and food services,H,Accommodation and food services Total,,PJ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Use,Diesel,Accommodation and food services,H,Accommodation and food services Total,,PJ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Use,Other refined fuels and products,Accommodation and food services,H,Accommodation and food services Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,LPG,Accommodation and food services,H,Accommodation and food services Total,,PJ,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2
Use,Biofuels,Accommodation and food services,H,Accommodation and food services Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Wood and Wood waste,Accommodation and food services,H,Accommodation and food services Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Bagasse,Accommodation and food services,H,Accommodation and food services Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Electricity,Accommodation and food services,H,Accommodation and food services Total,,PJ,15,15,15,15,16,16,16,16,17,16,18,18,22,23,23,23
Use,Hydro energy,Accommodation and food services,H,Accommodation and food services Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Solar energy,Accommodation and food services,H,Accommodation and food services Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Wind energy,Accommodation and food services,H,Accommodation and food services Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Uranium,Accommodation and food services,H,Accommodation and food services Total,,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Total,Accommodation and food services,H,Accommodation and food services Total,,PJ,28,28,28,28,29,30,29,30,30,30,32,32,44,45,46,48
Use,Black coal,"Transport, storage and services",I,Road,46,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Brown coal,"Transport, storage and services",I,Road,46,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Coke,"Transport, storage and services",I,Road,46,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Coal by-products,"Transport, storage and services",I,Road,46,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Briquettes,"Transport, storage and services",I,Road,46,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Natural gas,"Transport, storage and services",I,Road,46,PJ,2,2,2,2,2,2,2,2,2,2,3,3,1,1,1,-
Use,Liquefied natural gas,"Transport, storage and services",I,Road,46,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Crude oil and feedstocks,"Transport, storage and services",I,Road,46,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Petrol,"Transport, storage and services",I,Road,46,PJ,5,5,5,5,5,5,5,5,5,5,4,4,5,3,4,4
Use,Diesel,"Transport, storage and services",I,Road,46,PJ,128,134,141,144,147,156,159,165,175,187,194,192,196,199,202,203
Use,Other refined fuels and products,"Transport, storage and services",I,Road,46,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,LPG,"Transport, storage and services",I,Road,46,PJ,3,3,3,4,3,3,3,3,3,3,2,3,2,1,2,2
Use,Biofuels,"Transport, storage and services",I,Road,46,PJ,-,-,-,-,1,3,6,7,9,9,9,8,6,6,6,6
Use,Wood and Wood waste,"Transport, storage and services",I,Road,46,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Bagasse,"Transport, storage and services",I,Road,46,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Electricity,"Transport, storage and services",I,Road,46,PJ,1,1,1,1,1,2,1,2,2,2,1,2,2,2,3,2
Use,Hydro energy,"Transport, storage and services",I,Road,46,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Solar energy,"Transport, storage and services",I,Road,46,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Wind energy,"Transport, storage and services",I,Road,46,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Uranium,"Transport, storage and services",I,Road,46,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Total,"Transport, storage and services",I,Road,46,PJ,140,146,152,156,159,170,176,184,195,207,214,211,212,213,216,218
Use,Black coal,"Transport, storage and services",I,Rail,47,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Brown coal,"Transport, storage and services",I,Rail,47,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Coke,"Transport, storage and services",I,Rail,47,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Coal by-products,"Transport, storage and services",I,Rail,47,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Briquettes,"Transport, storage and services",I,Rail,47,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Natural gas,"Transport, storage and services",I,Rail,47,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Liquefied natural gas,"Transport, storage and services",I,Rail,47,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Crude oil and feedstocks,"Transport, storage and services",I,Rail,47,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Petrol,"Transport, storage and services",I,Rail,47,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Diesel,"Transport, storage and services",I,Rail,47,PJ,21,22,23,24,24,26,26,27,29,31,34,30,30,30,30,29
Use,Other refined fuels and products,"Transport, storage and services",I,Rail,47,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,LPG,"Transport, storage and services",I,Rail,47,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Biofuels,"Transport, storage and services",I,Rail,47,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Wood and Wood waste,"Transport, storage and services",I,Rail,47,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Bagasse,"Transport, storage and services",I,Rail,47,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Electricity,"Transport, storage and services",I,Rail,47,PJ,4,4,4,4,4,5,4,5,5,5,5,5,6,5,6,6
Use,Hydro energy,"Transport, storage and services",I,Rail,47,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Solar energy,"Transport, storage and services",I,Rail,47,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Wind energy,"Transport, storage and services",I,Rail,47,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Uranium,"Transport, storage and services",I,Rail,47,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Total,"Transport, storage and services",I,Rail,47,PJ,26,27,28,28,29,31,31,32,34,36,39,35,36,35,36,36
Use,Black coal,"Transport, storage and services",I,Water,48,PJ,5,6,8,7,7,8,5,4,3,3,-,-,-,-,-,-
Use,Brown coal,"Transport, storage and services",I,Water,48,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Coke,"Transport, storage and services",I,Water,48,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Coal by-products,"Transport, storage and services",I,Water,48,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Briquettes,"Transport, storage and services",I,Water,48,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Natural gas,"Transport, storage and services",I,Water,48,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Liquefied natural gas,"Transport, storage and services",I,Water,48,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Crude oil and feedstocks,"Transport, storage and services",I,Water,48,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Petrol,"Transport, storage and services",I,Water,48,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Diesel,"Transport, storage and services",I,Water,48,PJ,1,1,2,2,2,2,2,2,2,2,3,3,3,2,2,3
Use,Other refined fuels and products,"Transport, storage and services",I,Water,48,PJ,39,41,38,39,39,43,41,34,30,36,27,31,23,24,24,24
Use,LPG,"Transport, storage and services",I,Water,48,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Biofuels,"Transport, storage and services",I,Water,48,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Wood and Wood waste,"Transport, storage and services",I,Water,48,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Bagasse,"Transport, storage and services",I,Water,48,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Electricity,"Transport, storage and services",I,Water,48,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Hydro energy,"Transport, storage and services",I,Water,48,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Solar energy,"Transport, storage and services",I,Water,48,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Wind energy,"Transport, storage and services",I,Water,48,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Uranium,"Transport, storage and services",I,Water,48,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Total,"Transport, storage and services",I,Water,48,PJ,45,48,47,47,48,52,47,40,35,41,31,34,26,26,26,27
Use,Black coal,"Transport, storage and services",I,Air,49,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Brown coal,"Transport, storage and services",I,Air,49,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Coke,"Transport, storage and services",I,Air,49,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Coal by-products,"Transport, storage and services",I,Air,49,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Briquettes,"Transport, storage and services",I,Air,49,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Natural gas,"Transport, storage and services",I,Air,49,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Liquefied natural gas,"Transport, storage and services",I,Air,49,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Crude oil and feedstocks,"Transport, storage and services",I,Air,49,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Petrol,"Transport, storage and services",I,Air,49,PJ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Use,Diesel,"Transport, storage and services",I,Air,49,PJ,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-
Use,Other refined fuels and products,"Transport, storage and services",I,Air,49,PJ,159,180,202,209,230,236,241,255,263,273,289,303,302,316,331,346
