            Australian Bureau of Statistics,Input,Commodity,Measure or Industry division (ANZSIC),Unit,2002-03,2003-04,2004-05,2005-06,2006-07,2007-08,2008-09,2009-10,2010-11,2011-12,2012-13,2013-14,2014-15,2015-16,2016-17,2017-18
Use,Transformation of Energy Products,Coal by-products,"Electricity, gas, water and waste services",PJ,10,10,10,11,10,8,7,8,9,8,0,0,0,0,0,0
Use,Transformation of Energy Products,Briquettes,"Electricity, gas, water and waste services",PJ,2,1,1,1,2,2,1,1,1,1,1,1,1,0,0,0
Use,Transformation of Energy Products,Natural gas,"Electricity, gas, water and waste services",PJ,172,185,191,182,256,281,346,347,358,393,386,396,413,352,344,358
Use,Transformation of Energy Products,LNG,"Electricity, gas, water and waste services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Transformation of Energy Products,Crude oil and feedstocks,"Electricity, gas, water and waste services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Transformation of Energy Products,Petrol,"Electricity, gas, water and waste services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Transformation of Energy Products,Diesel,"Electricity, gas, water and waste services",PJ,7,7,7,8,8,8,8,9,9,10,9,10,12,11,11,10
Use,Transformation of Energy Products,Other refined fuels and products,"Electricity, gas, water and waste services",PJ,8,9,8,8,8,11,7,6,6,6,6,10,6,5,5,3
Use,Transformation of Energy Products,LPG,"Electricity, gas, water and waste services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Transformation of Energy Products,Biofuels,"Electricity, gas, water and waste services",PJ,8,8,7,7,7,10,12,12,13,13,12,14,14,14,14,15
Use,Transformation of Energy Products,Wood and wood waste,"Electricity, gas, water and waste services",PJ,2,3,3,3,3,4,3,4,3,2,12,13,15,17,18,17
Use,Transformation of Energy Products,Bagasse,"Electricity, gas, water and waste services",PJ,64,68,73,74,75,76,18,15,10,11,8,12,15,16,16,17
Use,Transformation of Energy Products,Electricity,"Electricity, gas, water and waste services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Transformation of Energy Products,Hydro energy,"Electricity, gas, water and waste services",PJ,59,59,56,58,52,43,43,49,61,51,66,66,48,55,58,57
Use,Transformation of Energy Products,Solar energy ,"Electricity, gas, water and waste services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
Use,Transformation of Energy Products,Wind energy,"Electricity, gas, water and waste services",PJ,3,3,3,6,9,11,14,18,22,25,29,37,41,44,45,55
Use,Transformation of Energy Products,Uranium,"Electricity, gas, water and waste services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Transformation of Energy Products,Black coal,"Electricity, gas, water and waste services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Transformation of Energy Products,Brown coal,"Electricity, gas, water and waste services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Transformation of Energy Products,Coke,"Electricity, gas, water and waste services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Transformation of Energy Products,Coal by-products,"Electricity, gas, water and waste services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Transformation of Energy Products,Briquettes,"Electricity, gas, water and waste services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Transformation of Energy Products,Natural gas,"Electricity, gas, water and waste services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Transformation of Energy Products,LNG,"Electricity, gas, water and waste services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Transformation of Energy Products,Crude oil and feedstocks,"Electricity, gas, water and waste services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Transformation of Energy Products,Petrol,"Electricity, gas, water and waste services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Transformation of Energy Products,Diesel,"Electricity, gas, water and waste services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Transformation of Energy Products,Other refined fuels and products,"Electricity, gas, water and waste services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Transformation of Energy Products,LPG,"Electricity, gas, water and waste services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Transformation of Energy Products,Biofuels,"Electricity, gas, water and waste services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Transformation of Energy Products,Wood and wood waste,"Electricity, gas, water and waste services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Transformation of Energy Products,Bagasse,"Electricity, gas, water and waste services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Transformation of Energy Products,Electricity,"Electricity, gas, water and waste services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Transformation of Energy Products,Hydro energy,"Electricity, gas, water and waste services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Transformation of Energy Products,Solar energy ,"Electricity, gas, water and waste services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Transformation of Energy Products,Wind energy,"Electricity, gas, water and waste services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Transformation of Energy Products,Uranium,"Electricity, gas, water and waste services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Transformation of Energy Products,Black coal,"Electricity, gas, water and waste services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Transformation of Energy Products,Brown coal,"Electricity, gas, water and waste services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Transformation of Energy Products,Coke,"Electricity, gas, water and waste services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Transformation of Energy Products,Coal by-products,"Electricity, gas, water and waste services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Transformation of Energy Products,Briquettes,"Electricity, gas, water and waste services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Transformation of Energy Products,Natural gas,"Electricity, gas, water and waste services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Transformation of Energy Products,LNG,"Electricity, gas, water and waste services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Transformation of Energy Products,Crude oil and feedstocks,"Electricity, gas, water and waste services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Transformation of Energy Products,Petrol,"Electricity, gas, water and waste services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Transformation of Energy Products,Diesel,"Electricity, gas, water and waste services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Transformation of Energy Products,Other refined fuels and products,"Electricity, gas, water and waste services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Transformation of Energy Products,LPG,"Electricity, gas, water and waste services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Transformation of Energy Products,Biofuels,"Electricity, gas, water and waste services",PJ,0,0,0,1,1,1,0,0,1,1,2,2,2,0,1,0
Use,Transformation of Energy Products,Wood and wood waste,"Electricity, gas, water and waste services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Transformation of Energy Products,Bagasse,"Electricity, gas, water and waste services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Transformation of Energy Products,Electricity,"Electricity, gas, water and waste services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Transformation of Energy Products,Hydro energy,"Electricity, gas, water and waste services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Transformation of Energy Products,Solar energy ,"Electricity, gas, water and waste services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Transformation of Energy Products,Wind energy,"Electricity, gas, water and waste services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Transformation of Energy Products,Uranium,"Electricity, gas, water and waste services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Transformation of Energy Products,Black coal,Construction,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Transformation of Energy Products,Brown coal,Construction,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Transformation of Energy Products,Coke,Construction,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Transformation of Energy Products,Coal by-products,Construction,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Transformation of Energy Products,Briquettes,Construction,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Transformation of Energy Products,Natural gas,Construction,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,4
Use,Transformation of Energy Products,LNG,Construction,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Transformation of Energy Products,Crude oil and feedstocks,Construction,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Transformation of Energy Products,Petrol,Construction,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Transformation of Energy Products,Diesel,Construction,PJ,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1
Use,Transformation of Energy Products,Other refined fuels and products,Construction,PJ,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1
Use,Transformation of Energy Products,LPG,Construction,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Transformation of Energy Products,Biofuels,Construction,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Transformation of Energy Products,Wood and wood waste,Construction,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Transformation of Energy Products,Bagasse,Construction,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Transformation of Energy Products,Electricity,Construction,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Transformation of Energy Products,Hydro energy,Construction,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Transformation of Energy Products,Solar energy ,Construction,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Transformation of Energy Products,Wind energy,Construction,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Transformation of Energy Products,Uranium,Construction,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Transformation of Energy Products,Black coal,Wholesale trade,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Transformation of Energy Products,Brown coal,Wholesale trade,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Transformation of Energy Products,Coke,Wholesale trade,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Transformation of Energy Products,Coal by-products,Wholesale trade,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Transformation of Energy Products,Briquettes,Wholesale trade,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Transformation of Energy Products,Natural gas,Wholesale trade,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Transformation of Energy Products,LNG,Wholesale trade,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Transformation of Energy Products,Crude oil and feedstocks,Wholesale trade,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Transformation of Energy Products,Petrol,Wholesale trade,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Transformation of Energy Products,Diesel,Wholesale trade,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Transformation of Energy Products,Other refined fuels and products,Wholesale trade,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Transformation of Energy Products,LPG,Wholesale trade,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Transformation of Energy Products,Biofuels,Wholesale trade,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Transformation of Energy Products,Wood and wood waste,Wholesale trade,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Transformation of Energy Products,Bagasse,Wholesale trade,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Transformation of Energy Products,Electricity,Wholesale trade,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Transformation of Energy Products,Hydro energy,Wholesale trade,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Transformation of Energy Products,Solar energy ,Wholesale trade,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Transformation of Energy Products,Wind energy,Wholesale trade,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Transformation of Energy Products,Uranium,Wholesale trade,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Transformation of Energy Products,Black coal,Retail trade,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Transformation of Energy Products,Brown coal,Retail trade,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Transformation of Energy Products,Coke,Retail trade,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Transformation of Energy Products,Coal by-products,Retail trade,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Transformation of Energy Products,Briquettes,Retail trade,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Transformation of Energy Products,Natural gas,Retail trade,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Transformation of Energy Products,LNG,Retail trade,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Transformation of Energy Products,Crude oil and feedstocks,Retail trade,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Transformation of Energy Products,Petrol,Retail trade,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Transformation of Energy Products,Diesel,Retail trade,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Transformation of Energy Products,Other refined fuels and products,Retail trade,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Transformation of Energy Products,LPG,Retail trade,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Transformation of Energy Products,Biofuels,Retail trade,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Transformation of Energy Products,Wood and wood waste,Retail trade,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Transformation of Energy Products,Bagasse,Retail trade,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Transformation of Energy Products,Electricity,Retail trade,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Transformation of Energy Products,Hydro energy,Retail trade,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Transformation of Energy Products,Solar energy ,Retail trade,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Transformation of Energy Products,Wind energy,Retail trade,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Transformation of Energy Products,Uranium,Retail trade,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Transformation of Energy Products,Black coal,Accommodation and food services,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Transformation of Energy Products,Brown coal,Accommodation and food services,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Transformation of Energy Products,Coke,Accommodation and food services,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Transformation of Energy Products,Coal by-products,Accommodation and food services,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Transformation of Energy Products,Briquettes,Accommodation and food services,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Transformation of Energy Products,Natural gas,Accommodation and food services,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Transformation of Energy Products,LNG,Accommodation and food services,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Transformation of Energy Products,Crude oil and feedstocks,Accommodation and food services,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Transformation of Energy Products,Petrol,Accommodation and food services,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Transformation of Energy Products,Diesel,Accommodation and food services,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Transformation of Energy Products,Other refined fuels and products,Accommodation and food services,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Transformation of Energy Products,LPG,Accommodation and food services,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Transformation of Energy Products,Biofuels,Accommodation and food services,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Transformation of Energy Products,Wood and wood waste,Accommodation and food services,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Transformation of Energy Products,Bagasse,Accommodation and food services,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Transformation of Energy Products,Electricity,Accommodation and food services,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Transformation of Energy Products,Hydro energy,Accommodation and food services,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Transformation of Energy Products,Solar energy ,Accommodation and food services,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Transformation of Energy Products,Wind energy,Accommodation and food services,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Transformation of Energy Products,Uranium,Accommodation and food services,PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Transformation of Energy Products,Black coal,"Transport, storage and services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Transformation of Energy Products,Brown coal,"Transport, storage and services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Transformation of Energy Products,Coke,"Transport, storage and services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Transformation of Energy Products,Coal by-products,"Transport, storage and services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Transformation of Energy Products,Briquettes,"Transport, storage and services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Transformation of Energy Products,Natural gas,"Transport, storage and services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Transformation of Energy Products,LNG,"Transport, storage and services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Transformation of Energy Products,Crude oil and feedstocks,"Transport, storage and services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Transformation of Energy Products,Petrol,"Transport, storage and services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Transformation of Energy Products,Diesel,"Transport, storage and services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Transformation of Energy Products,Other refined fuels and products,"Transport, storage and services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Transformation of Energy Products,LPG,"Transport, storage and services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Transformation of Energy Products,Biofuels,"Transport, storage and services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Transformation of Energy Products,Wood and wood waste,"Transport, storage and services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Transformation of Energy Products,Bagasse,"Transport, storage and services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Transformation of Energy Products,Electricity,"Transport, storage and services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Transformation of Energy Products,Hydro energy,"Transport, storage and services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Transformation of Energy Products,Solar energy ,"Transport, storage and services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Transformation of Energy Products,Wind energy,"Transport, storage and services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Transformation of Energy Products,Uranium,"Transport, storage and services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Transformation of Energy Products,Black coal,"Transport, storage and services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Transformation of Energy Products,Brown coal,"Transport, storage and services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Transformation of Energy Products,Coke,"Transport, storage and services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Transformation of Energy Products,Coal by-products,"Transport, storage and services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Transformation of Energy Products,Briquettes,"Transport, storage and services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Transformation of Energy Products,Natural gas,"Transport, storage and services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Transformation of Energy Products,LNG,"Transport, storage and services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Transformation of Energy Products,Crude oil and feedstocks,"Transport, storage and services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Transformation of Energy Products,Petrol,"Transport, storage and services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Transformation of Energy Products,Diesel,"Transport, storage and services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Transformation of Energy Products,Other refined fuels and products,"Transport, storage and services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Transformation of Energy Products,LPG,"Transport, storage and services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Transformation of Energy Products,Biofuels,"Transport, storage and services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Transformation of Energy Products,Wood and wood waste,"Transport, storage and services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Transformation of Energy Products,Bagasse,"Transport, storage and services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Transformation of Energy Products,Electricity,"Transport, storage and services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Transformation of Energy Products,Hydro energy,"Transport, storage and services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Transformation of Energy Products,Solar energy ,"Transport, storage and services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Transformation of Energy Products,Wind energy,"Transport, storage and services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Transformation of Energy Products,Uranium,"Transport, storage and services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Transformation of Energy Products,Black coal,"Transport, storage and services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Transformation of Energy Products,Brown coal,"Transport, storage and services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Transformation of Energy Products,Coke,"Transport, storage and services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Transformation of Energy Products,Coal by-products,"Transport, storage and services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Transformation of Energy Products,Briquettes,"Transport, storage and services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Transformation of Energy Products,Natural gas,"Transport, storage and services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Transformation of Energy Products,LNG,"Transport, storage and services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Transformation of Energy Products,Crude oil and feedstocks,"Transport, storage and services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Transformation of Energy Products,Petrol,"Transport, storage and services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Transformation of Energy Products,Diesel,"Transport, storage and services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Transformation of Energy Products,Other refined fuels and products,"Transport, storage and services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Transformation of Energy Products,LPG,"Transport, storage and services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Transformation of Energy Products,Biofuels,"Transport, storage and services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Transformation of Energy Products,Wood and wood waste,"Transport, storage and services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Transformation of Energy Products,Bagasse,"Transport, storage and services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Transformation of Energy Products,Electricity,"Transport, storage and services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Use,Transformation of Energy Products,Hydro energy,"Transport, storage and services",PJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
